"TRANSACTION_ID","USER_ID","AMOUNT","CATEGORY","TRANSACTION_TYPE","MERCHANT_NAME","PAYMENT_APP","CITY","DEVICE_TYPE","TRANSACTION_DATETIME","STATUS"
"230","100","1245.79","Bills","transfer","Friend Transfer","Paytm","Mumbai","Android","30-MAY-24 04.00.00.000000 AM","failed"
"231","101","87.62","Travel","expense","Amazon","GPay","Delhi","iOS","30-MAY-24 07.00.00.000000 AM","success"
"232","102","2741.28","Entertainment","expense","Swiggy","PhonePe","Chennai","Android","30-MAY-24 10.00.00.000000 AM","success"
"233","103","2397.52","Groceries","expense","Uber","Paytm","Bangalore","iOS","30-MAY-24 01.00.00.000000 PM","success"
"234","104","2822.41","Food","expense","Netflix","GPay","Mumbai","Android","30-MAY-24 04.00.00.000000 PM","success"
"235","105","405.01","Shopping","transfer","Friend Transfer","PhonePe","Delhi","iOS","30-MAY-24 07.00.00.000000 PM","success"
"236","106","2999.57","Bills","expense","Amazon","Paytm","Chennai","Android","30-MAY-24 10.00.00.000000 PM","success"
"237","107","1750.43","Travel","expense","Swiggy","GPay","Bangalore","iOS","31-MAY-24 01.00.00.000000 AM","success"
"238","108","1188.84","Entertainment","expense","Uber","PhonePe","Mumbai","Android","31-MAY-24 04.00.00.000000 AM","success"
"239","109","1720.72","Groceries","expense","Netflix","Paytm","Delhi","iOS","31-MAY-24 07.00.00.000000 AM","success"
"240","100","1564.88","Food","transfer","Friend Transfer","GPay","Chennai","Android","31-MAY-24 10.00.00.000000 AM","failed"
"241","101","871.96","Shopping","expense","Amazon","PhonePe","Bangalore","iOS","31-MAY-24 01.00.00.000000 PM","success"
"242","102","801.88","Bills","expense","Swiggy","Paytm","Mumbai","Android","31-MAY-24 04.00.00.000000 PM","success"
"243","103","2643.59","Travel","expense","Uber","GPay","Delhi","iOS","31-MAY-24 07.00.00.000000 PM","success"
"244","104","1355.7","Entertainment","expense","Netflix","PhonePe","Chennai","Android","31-MAY-24 10.00.00.000000 PM","success"
"245","105","1912.43","Groceries","transfer","Friend Transfer","Paytm","Bangalore","iOS","01-JUN-24 01.00.00.000000 AM","success"
"246","106","2779.59","Food","expense","Amazon","GPay","Mumbai","Android","01-JUN-24 04.00.00.000000 AM","success"
"247","107","2927.2","Shopping","expense","Swiggy","PhonePe","Delhi","iOS","01-JUN-24 07.00.00.000000 AM","success"
"248","108","1749.49","Bills","expense","Uber","Paytm","Chennai","Android","01-JUN-24 10.00.00.000000 AM","success"
"249","109","129.76","Travel","expense","Netflix","GPay","Bangalore","iOS","01-JUN-24 01.00.00.000000 PM","success"
"250","100","79.17","Entertainment","transfer","Friend Transfer","PhonePe","Mumbai","Android","01-JUN-24 04.00.00.000000 PM","failed"
"251","101","1632.16","Groceries","expense","Amazon","Paytm","Delhi","iOS","01-JUN-24 07.00.00.000000 PM","success"
"252","102","2863.73","Food","expense","Swiggy","GPay","Chennai","Android","01-JUN-24 10.00.00.000000 PM","success"
"253","103","2456.28","Shopping","expense","Uber","PhonePe","Bangalore","iOS","02-JUN-24 01.00.00.000000 AM","success"
"254","104","126.22","Bills","expense","Netflix","Paytm","Mumbai","Android","02-JUN-24 04.00.00.000000 AM","success"
"255","105","276.78","Travel","transfer","Friend Transfer","GPay","Delhi","iOS","02-JUN-24 07.00.00.000000 AM","success"
"256","106","753.95","Entertainment","expense","Amazon","PhonePe","Chennai","Android","02-JUN-24 10.00.00.000000 AM","success"
"257","107","1866.37","Groceries","expense","Swiggy","Paytm","Bangalore","iOS","02-JUN-24 01.00.00.000000 PM","success"
"258","108","2971.03","Food","expense","Uber","GPay","Mumbai","Android","02-JUN-24 04.00.00.000000 PM","success"
"259","109","2922.03","Shopping","expense","Netflix","PhonePe","Delhi","iOS","02-JUN-24 07.00.00.000000 PM","success"
"260","100","1488.22","Bills","transfer","Friend Transfer","Paytm","Chennai","Android","02-JUN-24 10.00.00.000000 PM","failed"
"261","101","1072.29","Travel","expense","Amazon","GPay","Bangalore","iOS","03-JUN-24 01.00.00.000000 AM","success"
"262","102","800.56","Entertainment","expense","Swiggy","PhonePe","Mumbai","Android","03-JUN-24 04.00.00.000000 AM","success"
"263","103","515.43","Groceries","expense","Uber","Paytm","Delhi","iOS","03-JUN-24 07.00.00.000000 AM","success"
"264","104","1410.7","Food","expense","Netflix","GPay","Chennai","Android","03-JUN-24 10.00.00.000000 AM","success"
"265","105","429.34","Shopping","transfer","Friend Transfer","PhonePe","Bangalore","iOS","03-JUN-24 01.00.00.000000 PM","success"
"266","106","854.5","Bills","expense","Amazon","Paytm","Mumbai","Android","03-JUN-24 04.00.00.000000 PM","success"
"267","107","2068.97","Travel","expense","Swiggy","GPay","Delhi","iOS","03-JUN-24 07.00.00.000000 PM","success"
"268","108","1535.41","Entertainment","expense","Uber","PhonePe","Chennai","Android","03-JUN-24 10.00.00.000000 PM","success"
"269","109","88.82","Groceries","expense","Netflix","Paytm","Bangalore","iOS","04-JUN-24 01.00.00.000000 AM","success"
"270","100","1656.23","Food","transfer","Friend Transfer","GPay","Mumbai","Android","04-JUN-24 04.00.00.000000 AM","failed"
"271","101","328.26","Shopping","expense","Amazon","PhonePe","Delhi","iOS","04-JUN-24 07.00.00.000000 AM","success"
"272","102","1560.56","Bills","expense","Swiggy","Paytm","Chennai","Android","04-JUN-24 10.00.00.000000 AM","success"
"273","103","826.03","Travel","expense","Uber","GPay","Bangalore","iOS","04-JUN-24 01.00.00.000000 PM","success"
"274","104","2601.31","Entertainment","expense","Netflix","PhonePe","Mumbai","Android","04-JUN-24 04.00.00.000000 PM","success"
"275","105","1890.62","Groceries","transfer","Friend Transfer","Paytm","Delhi","iOS","04-JUN-24 07.00.00.000000 PM","success"
"276","106","999.77","Food","expense","Amazon","GPay","Chennai","Android","04-JUN-24 10.00.00.000000 PM","success"
"277","107","2966.34","Shopping","expense","Swiggy","PhonePe","Bangalore","iOS","05-JUN-24 01.00.00.000000 AM","success"
"278","108","1083.36","Bills","expense","Uber","Paytm","Mumbai","Android","05-JUN-24 04.00.00.000000 AM","success"
"279","109","2288.04","Travel","expense","Netflix","GPay","Delhi","iOS","05-JUN-24 07.00.00.000000 AM","success"
"280","100","511.95","Entertainment","transfer","Friend Transfer","PhonePe","Chennai","Android","05-JUN-24 10.00.00.000000 AM","failed"
"281","101","180.31","Groceries","expense","Amazon","Paytm","Bangalore","iOS","05-JUN-24 01.00.00.000000 PM","success"
"282","102","612.51","Food","expense","Swiggy","GPay","Mumbai","Android","05-JUN-24 04.00.00.000000 PM","success"
"283","103","1355.93","Shopping","expense","Uber","PhonePe","Delhi","iOS","05-JUN-24 07.00.00.000000 PM","success"
"284","104","762.91","Bills","expense","Netflix","Paytm","Chennai","Android","05-JUN-24 10.00.00.000000 PM","success"
"285","105","1322.01","Travel","transfer","Friend Transfer","GPay","Bangalore","iOS","06-JUN-24 01.00.00.000000 AM","success"
"286","106","314.4","Entertainment","expense","Amazon","PhonePe","Mumbai","Android","06-JUN-24 04.00.00.000000 AM","success"
"287","107","495.22","Groceries","expense","Swiggy","Paytm","Delhi","iOS","06-JUN-24 07.00.00.000000 AM","success"
"288","108","1263.88","Food","expense","Uber","GPay","Chennai","Android","06-JUN-24 10.00.00.000000 AM","success"
"289","109","2793.44","Shopping","expense","Netflix","PhonePe","Bangalore","iOS","06-JUN-24 01.00.00.000000 PM","success"
"290","100","327.04","Bills","transfer","Friend Transfer","Paytm","Mumbai","Android","06-JUN-24 04.00.00.000000 PM","failed"
"291","101","1487.79","Travel","expense","Amazon","GPay","Delhi","iOS","06-JUN-24 07.00.00.000000 PM","success"
"292","102","2772.72","Entertainment","expense","Swiggy","PhonePe","Chennai","Android","06-JUN-24 10.00.00.000000 PM","success"
"293","103","1939.41","Groceries","expense","Uber","Paytm","Bangalore","iOS","07-JUN-24 01.00.00.000000 AM","success"
"294","104","2186.15","Food","expense","Netflix","GPay","Mumbai","Android","07-JUN-24 04.00.00.000000 AM","success"
"295","105","2925.58","Shopping","transfer","Friend Transfer","PhonePe","Delhi","iOS","07-JUN-24 07.00.00.000000 AM","success"
"296","106","1251.3","Bills","expense","Amazon","Paytm","Chennai","Android","07-JUN-24 10.00.00.000000 AM","success"
"297","107","1606.37","Travel","expense","Swiggy","GPay","Bangalore","iOS","07-JUN-24 01.00.00.000000 PM","success"
"298","108","1712.56","Entertainment","expense","Uber","PhonePe","Mumbai","Android","07-JUN-24 04.00.00.000000 PM","success"
"299","109","2841.11","Groceries","expense","Netflix","Paytm","Delhi","iOS","07-JUN-24 07.00.00.000000 PM","success"
"300","100","1951.24","Food","transfer","Friend Transfer","GPay","Chennai","Android","07-JUN-24 10.00.00.000000 PM","failed"
